Product Name,Manufacturer,Manufacturer Website,Supplement Category,Serving Size,Effectiveness Rating,Number of Ingredients,Research Rating,Nutrition Label Transparency Score,Ranking within Supplement Category,Ranking within all Supplement Products,Updated Month Day,Updated Year,Manufacturer Social Media,Similarity Index,Number of Active Ingredients,Calories per Serving,Protein per Serving,Protein Percent of Calories,Protein Percent of Serving Size,Nutrition Label Fat Content Transparency Score,Fat (%),Carbohydrates (%),Protein (%),Macros details
Whey Protein Powder,RSP Nutrition,https://rspnutrition.com/,Protein Supplements,42g,2.4 out of 3,,60 ,43%,298 out of 446 (bottom third within category),963 out of 4597 (top third of all products),August 29,2020,https://instagram.com/rspnutrition,,4,160,28.00g,70%,67%,100%,14,18,70,"Whey Protein Powder contains 160 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  28 calories (7.00g), and protein accounts for  112 calories (28.00g)."
Whey Protein Isolate,The Muscle House Nutrition,https://tmhnutrition.com,Protein Supplements,30.7g,2.4 out of 3,,80 ,67%,299 out of 446 (bottom third within category),964 out of 4597 (top third of all products),December 13,2020,https://instagram.com/the_muscle_house_nutrition,,1,110,24.00g,87%,78%,33%,12,4,87,"Whey Protein Isolate contains 110 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  4 calories (1.00g), and protein accounts for  96 calories (24.00g)."
Whey Protein,No Turning Back Fitness,https://noturningbackfitness.com/,Protein Supplements,32g,2.4 out of 3,,80 ,43%,300 out of 446 (bottom third within category),965 out of 4597 (top third of all products),December 18,2020,https://instagram.com/noturningbackfitness,,2,120,24.00g,80%,75%,33%,19,13,80,"Whey Protein contains 120 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Whey Protein,Viking Shark Industries,https://vikingsharkindustries.com,Protein Supplements,32g,2.4 out of 3,,80 ,43%,301 out of 446 (bottom third within category),966 out of 4597 (top third of all products),December 13,2020,https://instagram.com/viking_shark_industries,,2,130,24.00g,74%,75%,33%,17,12,74,"Whey Protein contains 130 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Whey Optima,NutraKey,https://nutrakeyhealth.com,Protein Supplements,32.4g,2.4 out of 3,,80 ,40%,302 out of 446 (bottom third within category),967 out of 4597 (top third of all products),April 02,2021,https://instagram.com/nutrakey,,3,130,23.00g,71%,71%,100%,14,15,71,"Whey Optima contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  92 calories (23.00g)."
Whey Isolate,Six Star Pro Nutrition,https://www.sixstarpro.com/,Protein Supplements,32g,2.4 out of 3,,80 ,50%,303 out of 446 (bottom third within category),968 out of 4597 (top third of all products),June 13,2021,https://instagram.com/sixstarpronutrition,,1,120,26.00g,87%,81%,0%,4,7,87,"Whey Isolate contains 120 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  104 calories (26.00g)."
Respawnd,Powrd Up Nutrition,https://powrdup.com/,Protein Supplements,100g,2.4 out of 3,,80 ,100%,304 out of 446 (bottom third within category),4596 out of 4597 (bottom third of all products),April 07,2021,https://instagram.com/powrdupnutrition,,2,260,32.00g,49%,32%,100%,3,38,49,"Respawnd contains 260 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  100 calories (25.00g), and protein accounts for  128 calories (32.00g)."
Pro Voltage 2,TeamKattouf Nutrition,https://www.kattoufstore.com,Protein Supplements,32g,2.4 out of 3,,80 ,43%,305 out of 446 (bottom third within category),971 out of 4597 (top third of all products),April 04,2021,https://instagram.com/teamkattouf,,2,120,24.00g,80%,75%,33%,19,13,80,"Pro Voltage 2 contains 120 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Platinum Shark Whey,Viking Shark Industries,https://vikingsharkindustries.com,Protein Supplements,32g,2.4 out of 3,,80 ,43%,306 out of 446 (bottom third within category),972 out of 4597 (top third of all products),December 13,2020,https://instagram.com/viking_shark_industries,,2,130,24.00g,74%,75%,33%,14,9,74,"Platinum Shark Whey contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  96 calories (24.00g)."
Phormula-1,1st Phorm,https://1stphorm.com,Protein Supplements,27g,2.4 out of 3,,80 ,67%,307 out of 446 (bottom third within category),973 out of 4597 (top third of all products),December 14,2020,https://instagram.com/1stphorm,,1,100,20.00g,80%,74%,33%,9,12,80,"Phormula-1 contains 100 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  80 calories (20.00g)."
Native True Whey,Titan Nutrition,https://www.titanworld.co.za,Protein Supplements,25g,2.4 out of 3,,80 ,75%,308 out of 446 (bottom third within category),975 out of 4597 (top third of all products),December 11,2020,https://instagram.com/titannutritionsa,,1,99,20.00g,81%,80%,33%,14,6,81,"Native True Whey contains 99 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  6 calories (1.50g), and protein accounts for  80 calories (20.00g)."
Native ISOZERO,Titan Nutrition,https://www.titanworld.co.za,Protein Supplements,25g,2.4 out of 3,,80 ,0%,309 out of 446 (bottom third within category),976 out of 4597 (top third of all products),December 11,2020,https://instagram.com/titannutritionsa,,1,92,21.50g,93%,86%,33%,10,4,93,"Native ISOZERO contains 92 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  86 calories (21.50g)."
Lean Whey Isolate Protein,LIV Body,https://livbody.com,Protein Supplements,36.9g,2.4 out of 3,,80 ,50%,310 out of 446 (bottom third within category),977 out of 4597 (top third of all products),October 03,2020,https://instagram.com/livbody,,1,160,25.00g,63%,68%,100%,17,8,63,"Lean Whey Isolate Protein contains 160 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
Isolate,Optimum Nutrition,https://www.optimumnutrition.com/,Protein Supplements,32g,2.4 out of 3,,80 ,0%,311 out of 446 (bottom third within category),978 out of 4597 (top third of all products),August 29,2020,https://instagram.com/optimumnutrition,,1,120,25.00g,83%,78%,0%,8,10,83,"Isolate contains 120 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
ISO Complete,Acropolis Nutrition,,Protein Supplements,35g,2.4 out of 3,,80 ,50%,312 out of 446 (bottom third within category),979 out of 4597 (top third of all products),December 14,2020,https://instagram.com/acropolisnutrition,,1,115,25.00g,87%,71%,33%,12,14,87,"ISO Complete contains 115 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  100 calories (25.00g)."
High Whey,Revolution Nutrition,https://www.revolution-nutrition.com,Protein Supplements,37g,2.4 out of 3,,80 ,38%,313 out of 446 (bottom third within category),980 out of 4597 (top third of all products),December 12,2020,https://instagram.com/revolutionbrand,,2,140,25.00g,71%,68%,100%,19,6,71,"High Whey contains 140 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  100 calories (25.00g)."
Foundation,Arms Race Nutrition,https://www.armsracenutrition.com/,Protein Supplements,33.6g,2.4 out of 3,,40 ,67%,314 out of 446 (bottom third within category),981 out of 4597 (top third of all products),December 15,2020,https://instagram.com/armsracenutrition,,2,130,24.00g,74%,71%,100%,21,6,74,"Foundation contains 130 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  96 calories (24.00g)."
Core PRO,Core Nutritionals,https://www.corenutritionals.com/,Protein Supplements,34g,2.4 out of 3,,53.33 ,89%,315 out of 446 (bottom third within category),983 out of 4597 (top third of all products),December 18,2020,https://instagram.com/corenutritionals,,3,130,25.00g,77%,74%,100%,17,6,77,"Core PRO contains 130 calories per serving. Of that, fat accounts for 22.5 calories (2.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  100 calories (25.00g)."
Cannibal Kraken,Chaos and Pain,https://www.chaosandpain.com,Protein Supplements,32g,2.4 out of 3,,80 ,43%,316 out of 446 (bottom third within category),984 out of 4597 (top third of all products),December 07,2020,https://instagram.com/chaosandpain,,2,120,25.00g,83%,78%,33%,15,10,83,"Cannibal Kraken contains 120 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
100% Whey Protein Isolate,No Turning Back Fitness,https://noturningbackfitness.com/,Protein Supplements,29g,2.4 out of 3,,80 ,60%,317 out of 446 (bottom third within category),985 out of 4597 (top third of all products),December 18,2020,https://instagram.com/noturningbackfitness,,1,110,25.00g,91%,86%,0%,4,4,91,"100 Percent Whey Protein Isolate contains 110 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
100% Whey Isolate Power,Fortuna Nutrition,https://fortunanutrition.com,Protein Supplements,29g,2.4 out of 3,,80 ,60%,318 out of 446 (bottom third within category),986 out of 4597 (top third of all products),April 10,2021,https://instagram.com/fortunanutrition,,1,110,25.00g,91%,86%,0%,4,4,91,"100 Percent Whey Isolate Power contains 110 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
Protein8 Revolution,Muscle Sport,https://musclesport.com,Protein Supplements,45g,2.3 out of 3,,47.5 ,12%,319 out of 446 (bottom third within category),1012 out of 4597 (top third of all products),October 20,2020,https://instagram.com/musclesportusa,,8,150,30.00g,80%,67%,100%,6,13,80,"Protein8 Revolution contains 150 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  120 calories (30.00g)."
SP50 Superior Protein,NG Nutra,https://www.ngnutra.com,Protein Supplements,40g,2.2 out of 3,,64 ,28%,320 out of 446 (bottom third within category),1105 out of 4597 (top third of all products),October 03,2020,https://instagram.com/ngnutrasupps,,5,159,28.00g,70%,70%,100%,17,13,70,"SP50 Superior Protein contains 159 calories per serving. Of that, fat accounts for 27 calories (3.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  112 calories (28.00g)."
PROMASIL,RIVALUS,https://www.rivalus.net,Protein Supplements,32.5g,2.2 out of 3,,53.33 ,33%,321 out of 446 (bottom third within category),1107 out of 4597 (top third of all products),September 07,2020,https://instagram.com/rivalus,,6,120,24.00g,80%,74%,100%,8,10,80,"PROMASIL contains 120 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  96 calories (24.00g)."
MRE Lite,REDCON1,https://redcon1.com,Protein Supplements,29g,2.17 out of 3,,10 ,27%,322 out of 446 (bottom third within category),1139 out of 4597 (top third of all products),October 03,2020,https://instagram.com/redcon1,,6,130,24.00g,74%,83%,100%,14,12,74,"MRE Lite contains 130 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Protein Powder,Granite Supplements,https://granitesupplements.com/,Protein Supplements,30g,2.15 out of 3,,48 ,38%,323 out of 446 (bottom third within category),1162 out of 4597 (top third of all products),October 12,2020,https://instagram.com/granitesupplements,,5,120,23.00g,77%,77%,100%,11,7,77,"Protein Powder contains 120 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  92 calories (23.00g)."
Multi-Source Protein,Black Magic Supply,https://www.blackmagicsupps.com,Protein Supplements,39g,2.15 out of 3,,60 ,25%,324 out of 446 (bottom third within category),1164 out of 4597 (top third of all products),January 23,2021,https://instagram.com/blackmagic.supply,,4,125,24.00g,77%,62%,100%,11,13,77,"Multi-Source Protein contains 125 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Soy Protein Isolate,Myprotein,https://www.myprotein.com,Protein Supplements,30g,2.1 out of 3,,36 ,0%,325 out of 446 (bottom third within category),1223 out of 4597 (top third of all products),August 27,2020,https://instagram.com/myproteinus,,1,110,26.00g,95%,87%,100%,0,4,95,"Soy Protein Isolate contains 110 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  104 calories (26.00g)."
Pro Complex,Optimum Nutrition,https://www.optimumnutrition.com/,Protein Supplements,37g,1.93 out of 3,,60 ,56%,326 out of 446 (bottom third within category),1565 out of 4597 (middle third of all products),August 29,2020,https://instagram.com/optimumnutrition,,3,130,30.00g,92%,81%,0%,3,6,92,"Pro Complex contains 130 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  120 calories (30.00g)."
100% Iso Blend,Elite Labs USA,https://www.elitelabsusa.com,Protein Supplements,28g,1.93 out of 3,,45 ,67%,327 out of 446 (bottom third within category),1589 out of 4597 (middle third of all products),November 24,2020,https://instagram.com/elitelabsusa,,4,110,25.00g,91%,89%,100%,0,4,91,"100 Percent Iso Blend contains 110 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
Egg White Protein,EarthNutri,https://earthnutri.com,Protein Supplements,34g,1 out of 3,,20 ,100%,328 out of 446 (bottom third within category),2272 out of 4597 (middle third of all products),April 04,2021,https://instagram.com/earthnutri,,1,130,25.00g,77%,74%,100%,0,12,77,"Egg White Protein contains 130 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  100 calories (25.00g)."
