Product Name,Manufacturer,Manufacturer Website,Supplement Category,Serving Size,Effectiveness Rating,Number of Ingredients,Research Rating,Nutrition Label Transparency Score,Ranking within Supplement Category,Ranking within all Supplement Products,Updated Month Day,Updated Year,Manufacturer Social Media,Similarity Index,Number of Active Ingredients,Calories per Serving,Protein per Serving,Protein Percent of Calories,Protein Percent of Serving Size,Nutrition Label Fat Content Transparency Score,Fat (%),Carbohydrates (%),Protein (%),Macros details
Isolyze,Species Nutrition,https://speciesnutrition.com,Protein Supplements,33g,2.4 out of 3,,80 ,67%,98 out of 446 (top third within category),120 out of 4597 (top third of all products),August 29,2020,https://instagram.com/speciesnutrition,,2,120,27.50g,92%,83%,100%,0,7,92,"Isolyze contains 120 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  110 calories (27.50g)."
Isolation,Blackstone Labs,https://blackstonelabs.com/,Protein Supplements,29g,2.4 out of 3,,80 ,75%,99 out of 446 (top third within category),121 out of 4597 (top third of all products),December 17,2020,https://instagram.com/blackstonelabs_official,,1,110,24.00g,87%,83%,100%,8,7,87,"Isolation contains 110 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  96 calories (24.00g)."
Isolate Ripped Thermogenic,Bodytech,https://www.vitaminshoppe.com/lp/bodytech,Protein Supplements,43g,2.4 out of 3,,80 ,90%,100 out of 446 (top third within category),122 out of 4597 (top third of all products),March 30,2021,,,1,140,30.00g,86%,70%,100%,0,11,86,"Isolate Ripped Thermogenic contains 140 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  120 calories (30.00g)."
Isolate Protein,Goliath Labs,https://www.goliathlabs.com/,Protein Supplements,28g,2.4 out of 3,,80 ,50%,101 out of 446 (top third within category),123 out of 4597 (top third of all products),April 02,2021,,,1,117,24.00g,82%,86%,100%,8,3,82,"Isolate Protein contains 117 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  96 calories (24.00g)."
IsoJect Pure Whey Isolate,Evogen Nutrition,https://www.evogennutrition.com/,Protein Supplements,35g,2.4 out of 3,,80 ,75%,102 out of 446 (top third within category),124 out of 4597 (top third of all products),October 12,2020,https://instagram.com/evogennutrition,,1,130,26.00g,80%,74%,100%,7,15,80,"IsoJect Pure Whey Isolate contains 130 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  20 calories (5.00g), and protein accounts for  104 calories (26.00g)."
IsoJect Natural,Evogen Nutrition,https://www.evogennutrition.com/,Protein Supplements,30g,2.4 out of 3,,80 ,50%,103 out of 446 (top third within category),125 out of 4597 (top third of all products),October 12,2020,https://instagram.com/evogennutrition,,1,110,25.00g,91%,83%,100%,4,7,91,"IsoJect Natural contains 110 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  100 calories (25.00g)."
ISOBUILD,Phantom Nutrition,,Protein Supplements,30g,2.4 out of 3,,80 ,88%,104 out of 446 (top third within category),126 out of 4597 (top third of all products),October 25,2020,https://instagram.com/phantomnutrition,,1,110,25.00g,91%,83%,100%,0,4,91,"ISOBUILD contains 110 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
ISO100,Dymatize,https://www.dymatize.com/,Protein Supplements,30g,2.4 out of 3,,80 ,50%,105 out of 446 (top third within category),127 out of 4597 (top third of all products),September 05,2020,https://instagram.com/dymatize,,2,110,25.00g,91%,83%,100%,0,4,91,"ISO100 contains 110 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
ISO-Whey,Muscle Core Nutrition,https://www.musclecorenutrition.com/,Protein Supplements,29.4g,2.4 out of 3,,80 ,67%,106 out of 446 (top third within category),128 out of 4597 (top third of all products),March 24,2021,https://instagram.com/musclecoreae,,1,110,25.00g,91%,85%,100%,0,4,91,"ISO-Whey contains 110 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
ISO-Smooth,Blue Star Nutraceuticals,https://www.bluestarnutraceuticals.com,Protein Supplements,33g,2.4 out of 3,,80 ,67%,107 out of 446 (top third within category),129 out of 4597 (top third of all products),November 12,2020,https://instagram.com/bluestarnutraceuticals,,1,120,30.00g,100%,91%,100%,0,3,100,"ISO-Smooth contains 120 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  120 calories (30.00g)."
ISO-Rush,Mammoth Supplements,https://www.mammothsupplements.com,Protein Supplements,34g,2.4 out of 3,,80 ,100%,108 out of 446 (top third within category),130 out of 4597 (top third of all products),October 11,2020,https://instagram.com/getmammoth,,1,120,27.00g,90%,79%,33%,8,7,90,"ISO-Rush contains 120 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  108 calories (27.00g)."
ISO-Respect,Pride Nutrition,https://pridenutrition.com,Protein Supplements,30g,2.4 out of 3,,80 ,50%,109 out of 446 (top third within category),131 out of 4597 (top third of all products),January 18,2020,https://instagram.com/pridenutrition,,1,104,25.00g,96%,83%,100%,0,4,96,"ISO-Respect contains 104 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
ISO-Perfect,NuEthix,https://nuethix.com,Protein Supplements,28.4g,2.4 out of 3,,80 ,75%,110 out of 446 (top third within category),132 out of 4597 (top third of all products),October 12,2020,https://instagram.com/nuethix_formulations,,1,105,24.00g,91%,85%,100%,9,8,91,"ISO-Perfect contains 105 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  96 calories (24.00g)."
ISO-Force,Team Muscle Force,https://teammuscleforce.com,Protein Supplements,30g,2.4 out of 3,,80 ,100%,111 out of 446 (top third within category),133 out of 4597 (top third of all products),December 21,2020,https://instagram.com/team_muscleforce,,1,120,25.00g,83%,83%,33%,8,7,83,"ISO-Force contains 120 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  100 calories (25.00g)."
ISO-Clean,RIVALUS,https://www.rivalus.net,Protein Supplements,31g,2.4 out of 3,,80 ,75%,112 out of 446 (top third within category),134 out of 4597 (top third of all products),September 07,2020,https://instagram.com/rivalus,,1,110,25.00g,91%,81%,100%,4,7,91,"ISO-Clean contains 110 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  100 calories (25.00g)."
Iso Whey Protein,P4P Muscle,https://www.p4pmuscle.com,Protein Supplements,34g,2.4 out of 3,,80 ,60%,113 out of 446 (top third within category),135 out of 4597 (top third of all products),September 07,2020,https://instagram.com/p4pmuscle,,2,130,26.00g,80%,76%,100%,10,9,80,"Iso Whey Protein contains 130 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  12 calories (3.00g), and protein accounts for  104 calories (26.00g)."
ISO Whey Clear,MuscleTech,https://www.muscletech.com/,Protein Supplements,27g,2.4 out of 3,,80 ,0%,114 out of 446 (top third within category),136 out of 4597 (top third of all products),September 05,2020,https://instagram.com/muscletech,,1,90,22.00g,98%,81%,100%,0,4,98,"ISO Whey Clear contains 90 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  88 calories (22.00g)."
ISO Whey,Labrada Nutrition,https://www.labrada.com,Protein Supplements,31g,2.4 out of 3,,80 ,67%,115 out of 446 (top third within category),137 out of 4597 (top third of all products),January 30,2022,https://instagram.com/labradanutrition,,1,120,25.00g,83%,81%,100%,8,10,83,"ISO Whey contains 120 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
ISO Whey,Impel Nutrition,https://impelnutrition.com,Protein Supplements,36.5g,2.4 out of 3,,80 ,67%,116 out of 446 (top third within category),138 out of 4597 (top third of all products),March 21,2021,https://instagram.com/impelnutrition,,1,118,25.00g,85%,68%,100%,15,0,85,"ISO Whey contains 118 calories per serving. Of that, fat accounts for 18 calories (2.000g), carbohydrates account for  0 calories (0.00g), and protein accounts for  100 calories (25.00g)."
ISO Whey,Swedish Supplements,http://www.swedish-supplements.com,Protein Supplements,35g,2.4 out of 3,,80 ,0%,117 out of 446 (top third within category),139 out of 4597 (top third of all products),March 26,2021,https://instagram.com/swedishsupplements,,1,123,31.00g,101%,89%,100%,0,3,101,"ISO Whey contains 123 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  3.36 calories (0.84g), and protein accounts for  124 calories (31.00g)."
Iso Tropic Max,Ronnie Coleman Signature Series,https://ronniecoleman.net,Protein Supplements,30g,2.4 out of 3,,80 ,75%,118 out of 446 (top third within category),140 out of 4597 (top third of all products),February 26,2021,https://instagram.com/rcss_supplements,,1,110,25.00g,91%,83%,100%,0,7,91,"Iso Tropic Max contains 110 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  100 calories (25.00g)."
ISO Surge,Mutant,https://www.iammutant.com,Protein Supplements,32g,2.4 out of 3,,80 ,60%,119 out of 446 (top third within category),141 out of 4597 (top third of all products),September 26,2020,https://instagram.com/mutantnation,,2,120,25.00g,83%,78%,100%,11,7,83,"ISO Surge contains 120 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  100 calories (25.00g)."
ISO Sport Whey,Pure Vita Labs,https://www.pvl.com,Protein Supplements,36g,2.4 out of 3,,80 ,38%,120 out of 446 (top third within category),142 out of 4597 (top third of all products),September 07,2020,https://instagram.com/purevitalabs,,1,140,30.00g,86%,83%,100%,10,6,86,"ISO Sport Whey contains 140 calories per serving. Of that, fat accounts for 13.5 calories (1.500g), carbohydrates account for  8 calories (2.00g), and protein accounts for  120 calories (30.00g)."
ISO PRO,Alpha Fuze,https://www.alphafuzenutrition.com,Protein Supplements,30g,2.4 out of 3,,80 ,75%,121 out of 446 (top third within category),143 out of 4597 (top third of all products),October 24,2020,https://instagram.com/alphafuzenutrition,,1,118,26.00g,88%,87%,100%,8,5,88,"ISO PRO contains 118 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  6 calories (1.50g), and protein accounts for  104 calories (26.00g)."
ISO Optima,NutraKey,https://nutrakeyhealth.com,Protein Supplements,29g,2.4 out of 3,,80 ,67%,122 out of 446 (top third within category),144 out of 4597 (top third of all products),April 02,2021,https://instagram.com/nutrakey,,2,110,25.00g,91%,86%,100%,0,4,91,"ISO Optima contains 110 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  100 calories (25.00g)."
ISO HP,Aesthetic Sports,https://assupps.com,Protein Supplements,33g,2.4 out of 3,,80 ,67%,123 out of 446 (top third within category),145 out of 4597 (top third of all products),September 26,2020,https://instagram.com/aestheticsportsnutrition,,2,121,25.00g,83%,76%,100%,7,10,83,"ISO HP contains 121 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  100 calories (25.00g)."
ISO Gold,Pure Vita Labs,https://www.pvl.com,Protein Supplements,32g,2.4 out of 3,,80 ,60%,124 out of 446 (top third within category),146 out of 4597 (top third of all products),September 07,2020,https://instagram.com/purevitalabs,,2,120,27.00g,90%,84%,100%,8,7,90,"ISO Gold contains 120 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  108 calories (27.00g)."
ISO Food,Hazard Labz,https://www.hazardlabz.com,Protein Supplements,30g,2.4 out of 3,,80 ,80%,125 out of 446 (top third within category),147 out of 4597 (top third of all products),October 13,2020,https://instagram.com/gains_time,,1,110,27.00g,98%,90%,100%,8,4,98,"ISO Food contains 110 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  4 calories (1.00g), and protein accounts for  108 calories (27.00g)."
ISO,ATP Lab,https://atplab.com,Protein Supplements,30g,2.4 out of 3,,80 ,67%,126 out of 446 (top third within category),148 out of 4597 (top third of all products),October 05,2020,https://instagram.com/atp_labs,,1,121,27.00g,89%,90%,100%,2,9,89,"ISO contains 121 calories per serving. Of that, fat accounts for 2.7 calories (0.300g), carbohydrates account for  10.4 calories (2.60g), and protein accounts for  108 calories (27.00g)."
ioWhey,Performix,https://performixdriven.com/,Protein Supplements,26.6g,2.4 out of 3,,80 ,67%,127 out of 446 (top third within category),149 out of 4597 (top third of all products),March 30,2021,https://instagram.com/performix,,1,100,22.00g,88%,83%,100%,0,8,88,"ioWhey contains 100 calories per serving. Of that, fat accounts for 0 calories (0.000g), carbohydrates account for  8 calories (2.00g), and protein accounts for  88 calories (22.00g)."
IntraPro,Gaspari Nutrition,https://gasparinutrition.com,Protein Supplements,32g,2.4 out of 3,,80 ,40%,128 out of 446 (top third within category),150 out of 4597 (top third of all products),October 18,2020,https://instagram.com/gaspari,,3,120,24.00g,80%,75%,100%,8,13,80,"IntraPro contains 120 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  16 calories (4.00g), and protein accounts for  96 calories (24.00g)."
Impact Whey Protein,Myprotein,https://www.myprotein.com,Protein Supplements,25g,2.4 out of 3,,80 ,0%,129 out of 446 (top third within category),151 out of 4597 (top third of all products),August 27,2020,https://instagram.com/myproteinus,,1,103,19.00g,74%,76%,100%,9,12,74,"Impact Whey Protein contains 103 calories per serving. Of that, fat accounts for 9 calories (1.000g), carbohydrates account for  12 calories (3.00g), and protein accounts for  76 calories (19.00g)."
Impact Whey Isolate,Myprotein,https://www.myprotein.com,Protein Supplements,25g,2.4 out of 3,,80 ,0%,130 out of 446 (top third within category),152 out of 4597 (top third of all products),August 29,2020,https://instagram.com/myproteinus,,1,90,22.00g,98%,88%,100%,5,4,98,"Impact Whey Isolate contains 90 calories per serving. Of that, fat accounts for 4.5 calories (0.500g), carbohydrates account for  4 calories (1.00g), and protein accounts for  88 calories (22.00g)."
